,hsa-miR-375,hsa-miR-29c*,hsa-miR-1258,hsa-miR-132*,hsa-miR-142-3p,hsa-miR-520c-3p,hsa-miR-302b,hsa-miR-204,hsa-miR-1468,hsa-miR-576-5p,hsa-miR-601,hsa-miR-609,hsa-miR-154,hsa-miR-508-3p,hsa-miR-942,hsa-miR-302d,hsa-miR-135b,hsa-miR-522,hsa-miR-488,hsa-miR-1262,hsa-miR-126*,hsa-miR-373,hsa-miR-483-3p,hsa-miR-133a,hsa-miR-190b,hsa-miR-598,hsa-miR-199b-5p,hsa-miR-1282,hsa-miR-1825,hsa-miR-130b*,hsa-miR-578,hsa-miR-520f,hsa-miR-26a-2*,hsa-miR-450a,hsa-miR-29b-1*,hsa-miR-615-3p,hsa-miR-892b,hsa-miR-1290,hsa-miR-556-3p,hsa-miR-98,hsa-miR-1238,hsa-let-7b*,hsa-miR-1299,hsa-miR-382,hsa-miR-26b*,hsa-miR-876-3p,hsa-miR-196a,hsa-miR-644,hsa-miR-1279,hsa-miR-330-5p,hsa-miR-629,hsa-miR-23a*,hsa-miR-509-3p,hsa-miR-34a,hsa-let-7f-2*,hsa-miR-581,hsa-miR-335*,hsa-miR-515-3p,hsa-miR-340*,hsa-miR-1246,hsa-miR-133b,hsa-miR-454*,hsa-miR-613,hsa-miR-302a,hsa-miR-376a*,hsa-miR-9,hsa-miR-520d-3p,hsa-miR-455-5p,hsa-miR-515-5p,hsa-miR-31*,hsa-miR-488*,hsa-miR-200a,hsa-miR-489,hsa-miR-1283,hsa-miR-566,hsa-miR-455-3p,hsa-miR-646,hsa-miR-519b-5p,hsa-miR-1245,hsa-miR-1291,hsa-miR-155*,hsa-miR-31,hsa-miR-518a-5p,hsa-miR-21*,hsa-miR-564,hsa-miR-933,hsa-miR-589,hsa-miR-545*,hsa-miR-520d-5p,hsa-miR-518d-5p,hsa-miR-96*,hsa-miR-136*,hsa-miR-491-3p,hsa-miR-568,hsa-miR-450b-5p,hsa-miR-556-5p,hsa-miR-10b*,hsa-miR-298,hsa-miR-889,hsa-miR-518d-3p,SD
GSM1512464,6.891954520347269,5.23342319113042,5.82677869610416,1.0,5.53518269802554,1.0,1.0,1.0,6.293818994927781,1.0,5.23342319113042,1.0,5.53518269802554,4.18824114709223,6.75777370888439,1.0,1.0,5.82677869610416,1.0,4.18824114709223,1.0,4.18824114709223,1.0,5.53518269802554,4.8837498618336,6.61561122934924,1.0,1.0,5.53518269802554,1.0,7.35325406978474,5.23342319113042,1.0,5.82677869610416,1.0,5.23342319113042,6.293818994927781,1.0,4.18824114709223,4.18824114709223,6.75777370888439,4.18824114709223,6.61561122934924,4.18824114709223,5.23342319113042,4.8837498618336,1.0,5.82677869610416,1.0,4.18824114709223,7.35325406978474,4.18824114709223,4.18824114709223,4.8837498618336,4.8837498618336,5.23342319113042,5.23342319113042,5.82677869610416,7.14716126380053,5.23342319113042,1.0,4.18824114709223,6.61561122934924,1.0,6.4624798543122495,1.0,1.0,5.82677869610416,6.61561122934924,7.04347435186857,5.82677869610416,7.35325406978474,7.614532657770781,6.293818994927781,5.23342319113042,7.35325406978474,5.23342319113042,4.18824114709223,1.0,5.23342319113042,6.08743755970768,1.0,6.293818994927781,6.75777370888439,5.23342319113042,5.82677869610416,6.293818994927781,4.18824114709223,1.0,5.82677869610416,6.75777370888439,4.8837498618336,5.23342319113042,4.8837498618336,6.4624798543122495,6.08743755970768,1.0,1.0,1.0,7.614532657770781,3.0
GSM1512465,5.99820453983084,5.68945507333449,5.33928109164321,1.0,4.93097405115395,2.30205623422353,5.884733629281241,6.91454331940429,5.68945507333449,5.33928109164321,4.93097405115395,1.13590853848105,3.48867110695427,1.0,5.68945507333449,1.0,1.0,4.3449009153469405,1.0,4.3449009153469405,5.68945507333449,5.68945507333449,4.93097405115395,5.68945507333449,4.93097405115395,6.91454331940429,3.48867110695427,4.93097405115395,4.93097405115395,5.33928109164321,7.96040231650227,1.0,4.93097405115395,1.0,1.0,1.0,8.0998842927218,3.48867110695427,4.3449009153469405,1.0,5.33928109164321,3.48867110695427,6.602165448803389,5.33928109164321,6.42349149087664,5.99820453983084,1.0,7.418071662178369,1.0,3.48867110695427,5.68945507333449,5.68945507333449,5.99820453983084,6.77620248945315,3.48867110695427,4.93097405115395,4.3449009153469405,4.93097405115395,6.602165448803389,6.602165448803389,3.48867110695427,6.602165448803389,6.2262537598927805,1.0,6.91454331940429,1.0,3.48867110695427,4.3449009153469405,9.006749907139051,7.69355671743596,6.42349149087664,7.14364949535656,8.548414216893999,5.68945507333449,5.68945507333449,7.8285328321894205,5.68945507333449,6.602165448803389,1.13590853848105,4.3449009153469405,6.42349149087664,4.93097405115395,7.418071662178369,6.35163193300929,4.3449009153469405,1.0,6.2262537598927805,4.93097405115395,1.0,4.93097405115395,5.68945507333449,4.3449009153469405,4.93097405115395,6.42349149087664,4.93097405115395,4.93097405115395,1.0,3.48867110695427,7.14364949535656,7.69355671743596,3.0
GSM1512466,5.28572837608007,5.79987576671945,1.0,1.0,6.95740363605893,1.0,6.195085388099639,4.6525903910335895,4.6525903910335895,4.6525903910335895,5.79987576671945,5.28572837608007,6.195085388099639,4.6525903910335895,6.95740363605893,1.0,1.0,5.79987576671945,1.0,6.47394365204564,5.28572837608007,1.0,5.79987576671945,6.195085388099639,1.0,6.95740363605893,1.0,3.47537797066507,1.0,4.6525903910335895,3.47537797066507,1.0,1.0,1.0,4.6525903910335895,4.6525903910335895,5.79987576671945,4.6525903910335895,1.0,1.0,7.6679723310560295,5.79987576671945,5.79987576671945,1.0,4.6525903910335895,5.28572837608007,1.0,7.1791050241713,3.47537797066507,1.0,6.195085388099639,6.47394365204564,6.47394365204564,1.0,3.47537797066507,1.0,6.95740363605893,6.47394365204564,5.28572837608007,1.0,6.47394365204564,5.79987576671945,7.401117450231579,5.79987576671945,1.0,1.0,6.195085388099639,1.0,7.87245994994378,8.061572615281559,4.6525903910335895,8.28500213457594,8.52472470415428,6.47394365204564,5.79987576671945,7.401117450231579,5.28572837608007,6.73128343505605,4.6525903910335895,6.47394365204564,6.47394365204564,5.79987576671945,6.95740363605893,7.401117450231579,6.95740363605893,5.79987576671945,4.6525903910335895,5.28572837608007,4.6525903910335895,5.79987576671945,1.0,5.79987576671945,6.47394365204564,5.79987576671945,6.95740363605893,6.73128343505605,5.28572837608007,5.28572837608007,6.47394365204564,6.47394365204564,3.0
GSM1512478,5.0453627592479595,1.0,2.79239485930614,1.0,1.0,1.0,1.0,1.0,1.0,4.27241963825842,4.27241963825842,3.35594099221376,1.0,1.92130489370134,1.0,2.79239485930614,1.0,1.0,1.0,3.35594099221376,1.0,4.55480829837043,5.0453627592479595,3.35594099221376,3.35594099221376,5.0453627592479595,1.0,1.0,6.10580616816725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.16248013279129,1.0,1.0,1.0,4.80697420695201,1.0,6.92653767710999,6.818775591096999,1.0,4.55480829837043,1.0,5.58519886183112,1.0,5.26998905179129,5.0453627592479595,5.87031182226164,1.0,5.0453627592479595,1.0,5.87031182226164,1.0,1.0,1.0,1.0,5.44195515073511,5.0453627592479595,1.0,1.0,1.0,3.9105762860054303,1.92130489370134,1.0,6.87479825542356,7.25401080063756,6.10580616816725,5.0453627592479595,6.34696787154292,6.818775591096999,7.02017094311509,7.396451734371659,8.548414216893999,5.58519886183112,5.58519886183112,6.34696787154292,4.80697420695201,6.97613611147561,7.84990221257482,7.02017094311509,7.761031438177941,7.71951933050789,6.443073906767009,4.55480829837043,5.90762963288562,7.396451734371659,6.242229570601209,1.92130489370134,6.5233190149259,5.26998905179129,5.87031182226164,7.71951933050789,5.58519886183112,5.90762963288562,5.737264262436759,5.0453627592479595,3.0
GSM1512480,2.7095618860825,3.88622836996392,2.7095618860825,1.0,4.61107052300497,1.0,1.0,1.0,3.35594099221376,3.88622836996392,3.88622836996392,1.0,1.0,1.0,4.61107052300497,1.0,1.0,1.0,1.0,3.88622836996392,1.0,1.0,4.61107052300497,6.29171391382918,1.0,6.572173667626379,1.0,1.0,6.67064781171752,3.88622836996392,1.0,1.0,1.0,1.0,5.93599224326236,2.7095618860825,5.70498823833571,1.0,5.108753656049849,4.61107052300497,6.572173667626379,1.0,6.67064781171752,7.49277540172763,4.61107052300497,5.108753656049849,1.0,6.45003572969157,1.0,5.93599224326236,6.970576133125401,6.123588837389519,3.88622836996392,5.70498823833571,1.0,6.123588837389519,5.108753656049849,1.0,3.88622836996392,2.7095618860825,5.70498823833571,1.0,2.7095618860825,1.0,1.0,5.108753656049849,3.88622836996392,1.0,6.87479825542356,6.970576133125401,5.93599224326236,5.70498823833571,6.572173667626379,5.93599224326236,5.70498823833571,6.87479825542356,8.05260301576568,6.123588837389519,5.43961204638083,5.70498823833571,5.108753656049849,6.45003572969157,7.1399633978550705,6.45003572969157,7.22283057985279,6.87479825542356,5.93599224326236,5.108753656049849,5.43961204638083,7.35325406978474,6.45003572969157,1.0,3.88622836996392,4.865277711811871,6.45003572969157,6.572173667626379,6.123588837389519,6.29171391382918,5.43961204638083,5.70498823833571,3.0
GSM1512481,5.98761219996379,6.61055338806443,1.0,1.0,7.186932107151691,4.93601470712712,4.93601470712712,1.0,3.45043287219336,4.93601470712712,1.0,1.0,5.567428688174571,4.93601470712712,5.98761219996379,1.0,5.98761219996379,1.0,5.98761219996379,5.567428688174571,4.93601470712712,3.45043287219336,4.93601470712712,6.3337970165844295,4.93601470712712,5.98761219996379,4.93601470712712,4.93601470712712,7.0468509054743,4.93601470712712,3.45043287219336,1.0,1.0,4.93601470712712,1.0,3.45043287219336,3.45043287219336,3.45043287219336,3.45043287219336,5.98761219996379,6.3337970165844295,3.45043287219336,7.40946172235489,6.86048933772853,1.0679969343259799,5.567428688174571,3.45043287219336,7.29538484866663,1.0,4.93601470712712,7.637320744321059,4.93601470712712,1.0,4.93601470712712,1.0,6.86048933772853,4.93601470712712,5.98761219996379,5.98761219996379,6.3337970165844295,5.567428688174571,5.98761219996379,1.0,3.45043287219336,1.0,5.567428688174571,1.0,3.45043287219336,6.86048933772853,6.86048933772853,6.86048933772853,4.93601470712712,7.186932107151691,4.93601470712712,6.3337970165844295,7.29538484866663,6.86048933772853,5.567428688174571,6.61055338806443,5.567428688174571,6.86048933772853,6.3337970165844295,6.61055338806443,6.3337970165844295,5.98761219996379,7.0468509054743,6.96118067803205,1.0,5.567428688174571,6.61055338806443,6.61055338806443,3.45043287219336,5.567428688174571,4.93601470712712,6.3337970165844295,6.61055338806443,5.567428688174571,4.93601470712712,3.45043287219336,6.61055338806443,3.0
GSM1512493,1.0,5.567428688174571,1.0,1.0,4.542349537260571,1.0,1.0,1.0,3.08304702383696,1.0,4.542349537260571,1.0,5.0453627592479595,1.0,5.567428688174571,1.0,1.0,3.08304702383696,3.08304702383696,4.542349537260571,5.17649049214855,1.0,1.0,6.99859446308067,1.0,6.18891053928892,1.0,1.0,3.08304702383696,4.542349537260571,4.542349537260571,1.0,1.0,1.0,1.0,4.542349537260571,5.96236948991666,1.0,1.0,1.0,1.0,1.0,6.99859446308067,1.0,4.542349537260571,1.0,1.0,5.567428688174571,1.0,4.542349537260571,7.21234511132663,6.18891053928892,3.08304702383696,3.08304702383696,5.567428688174571,1.0,4.542349537260571,5.567428688174571,5.567428688174571,1.0,3.08304702383696,4.542349537260571,5.567428688174571,1.0,5.17649049214855,3.08304702383696,6.18891053928892,4.542349537260571,8.02568984353914,8.109860524676629,6.18891053928892,7.12964889983729,7.76720771727424,5.567428688174571,6.653031182411469,7.21234511132663,7.58686840294322,4.542349537260571,5.567428688174571,3.08304702383696,6.83017606073655,6.18891053928892,7.3878058422469906,6.18891053928892,7.21234511132663,6.464879561432411,7.58686840294322,5.88025760478199,4.542349537260571,6.653031182411469,5.567428688174571,6.464879561432411,6.83017606073655,6.18891053928892,5.567428688174571,7.21234511132663,5.567428688174571,5.96236948991666,6.18891053928892,6.653031182411469,3.0
GSM1512502,3.54442857127231,1.0,3.54442857127231,1.0,4.56623183728474,1.0,1.0,1.0,4.56623183728474,1.0,6.398317793892679,6.18618861025063,4.56623183728474,1.0,5.915671502031291,1.0,1.0,3.54442857127231,1.0,4.56623183728474,5.227415196782831,5.915671502031291,6.398317793892679,5.227415196782831,1.0,7.165000368063019,5.628265687940369,1.0,6.18618861025063,5.227415196782831,1.0,1.0,1.0,1.0,7.068142988012509,3.54442857127231,5.915671502031291,1.0,1.0,1.0,6.398317793892679,5.227415196782831,5.915671502031291,7.67335708002087,1.0,5.915671502031291,3.54442857127231,6.75476333688228,1.0,5.628265687940369,5.915671502031291,6.9734846599283395,6.827393416336401,5.915671502031291,1.0,1.0,1.0,3.54442857127231,3.54442857127231,1.0,1.0,4.56623183728474,3.54442857127231,3.54442857127231,1.0,1.0,5.227415196782831,3.54442857127231,6.9734846599283395,7.81166319532025,6.5849231034878395,6.18618861025063,7.81166319532025,5.628265687940369,5.227415196782831,7.3878058422469906,8.180725742614959,6.9734846599283395,5.227415196782831,6.827393416336401,5.915671502031291,6.6993350843142405,7.28408140975328,6.18618861025063,7.165000368063019,7.28408140975328,6.5849231034878395,4.56623183728474,5.628265687940369,6.827393416336401,7.28408140975328,6.5849231034878395,6.18618861025063,6.5849231034878395,5.628265687940369,8.061572615281559,5.227415196782831,6.6993350843142405,5.51222357185191,6.827393416336401,3.0
GSM1512503,3.03519615990739,1.0,3.03519615990739,1.0,5.77868789896324,3.03519615990739,1.0,1.0,1.0,1.0,4.36362743494811,3.03519615990739,3.03519615990739,1.0,5.44473660086762,1.0,1.0,1.0,1.0,1.0,4.36362743494811,1.0,6.05073055106503,4.36362743494811,4.36362743494811,6.6664702666068605,1.0,3.03519615990739,5.77868789896324,1.0,1.0,1.0,1.0,4.36362743494811,1.0,5.44473660086762,5.77868789896324,1.0,1.0,3.03519615990739,6.296516022916699,4.36362743494811,6.4876791256936395,7.4677978468856,1.0,1.0,5.44473660086762,6.296516022916699,1.0,1.0,6.05073055106503,5.44473660086762,5.02215621230064,3.03519615990739,5.77868789896324,4.36362743494811,1.0,5.44473660086762,5.44473660086762,4.36362743494811,1.0,4.36362743494811,1.0,1.0,1.0,1.0,5.44473660086762,5.02215621230064,7.28772998355318,7.186932107151691,5.02215621230064,6.7971360323992,8.37323321328089,6.05073055106503,6.4876791256936395,7.4677978468856,6.6664702666068605,6.4876791256936395,4.36362743494811,6.05073055106503,5.44473660086762,6.4876791256936395,7.28772998355318,7.186932107151691,6.05073055106503,7.3878058422469906,6.4876791256936395,3.03519615990739,5.44473660086762,7.28772998355318,7.70006443614621,5.77868789896324,6.296516022916699,5.44473660086762,5.44473660086762,6.8955601213558495,5.77868789896324,6.4876791256936395,1.0,6.6664702666068605,3.0
GSM1512510,6.47647883921044,1.0,5.45543300912991,1.0,1.0,1.0,4.84115432117052,5.45543300912991,1.0,4.84115432117052,5.45543300912991,1.0,1.0,4.84115432117052,6.76077781242906,1.0,3.69930199758968,4.84115432117052,5.30645054639452,5.8638083290199505,5.45543300912991,4.84115432117052,4.84115432117052,6.929589854827009,5.45543300912991,6.47647883921044,1.0,3.69930199758968,5.8638083290199505,5.8638083290199505,3.69930199758968,4.84115432117052,1.0,1.0,1.0,7.21234511132663,5.45543300912991,4.84115432117052,5.45543300912991,3.69930199758968,6.76077781242906,5.45543300912991,6.47647883921044,5.45543300912991,1.0,5.45543300912991,1.0,5.8638083290199505,5.45543300912991,1.0,7.47685525905834,1.0,1.0,3.69930199758968,6.47647883921044,6.18891053928892,5.8638083290199505,1.0,1.0,6.47647883921044,1.0,4.84115432117052,5.8638083290199505,1.0,6.929589854827009,1.0,1.0,6.47647883921044,5.8638083290199505,6.76077781242906,1.0,1.0,7.068142988012509,4.84115432117052,5.8638083290199505,6.47647883921044,6.47647883921044,1.0,5.45543300912991,6.18891053928892,6.18891053928892,1.0,7.068142988012509,6.47647883921044,5.8638083290199505,5.45543300912991,6.47647883921044,1.0,5.45543300912991,7.068142988012509,5.8638083290199505,3.69930199758968,1.0,1.0,6.929589854827009,6.47647883921044,1.0,6.18891053928892,6.47647883921044,7.21234511132663,1.0
GSM1512511,6.6916620295463005,5.48264744735985,7.00725045263869,1.0,6.363631610461531,6.5324107135394405,5.665132655705451,1.0,6.363631610461531,5.82886102282944,6.013011915469919,7.00725045263869,4.28178309958267,4.7172288075637505,6.6916620295463005,3.54442857127231,5.0302805264789905,3.54442857127231,3.7501680979583196,5.82886102282944,5.82886102282944,5.0302805264789905,6.07393476943599,6.8156046103535,6.5324107135394405,6.195085388099639,3.7501680979583196,4.7172288075637505,6.363631610461531,3.7501680979583196,1.0,1.0,1.0,5.82886102282944,4.28178309958267,6.8156046103535,5.48264744735985,3.7501680979583196,5.2622695476991,5.0302805264789905,6.5324107135394405,6.013011915469919,7.00725045263869,6.5324107135394405,6.5324107135394405,6.5324107135394405,3.7501680979583196,5.82886102282944,1.0,1.0,7.532835948614099,1.0,5.48264744735985,1.0,1.0,5.0302805264789905,3.11990049897295,3.11990049897295,1.0,5.48264744735985,5.82886102282944,5.665132655705451,6.938954449105519,4.7172288075637505,6.6916620295463005,1.0,4.7172288075637505,6.195085388099639,5.82886102282944,4.28178309958267,4.7172288075637505,5.48264744735985,6.363631610461531,1.0,1.0,6.8156046103535,6.013011915469919,1.0,3.11990049897295,5.0302805264789905,1.0,5.82886102282944,6.195085388099639,6.5324107135394405,5.48264744735985,1.0,6.8156046103535,1.0,5.82886102282944,5.82886102282944,6.8156046103535,4.28178309958267,3.11990049897295,5.82886102282944,6.5324107135394405,2.0404294651256003,4.7172288075637505,6.195085388099639,5.82886102282944,6.6916620295463005,1.0
GSM1512512,7.418071662178369,4.94925227810299,6.60761945146541,1.0,7.1791050241713,7.1791050241713,5.678251865586049,3.11990049897295,6.03024896177041,3.9798971771960003,6.19335740140815,6.468921978749781,3.11990049897295,4.56053137452241,6.03024896177041,5.22403387170409,1.0,5.4719037682739105,5.678251865586049,6.468921978749781,5.22403387170409,6.468921978749781,4.56053137452241,5.22403387170409,6.96118067803205,6.84232038030683,6.03024896177041,1.0,6.60761945146541,1.0,6.19335740140815,1.0,1.0,6.468921978749781,1.0,6.84232038030683,6.32651517329232,4.56053137452241,1.0,6.03024896177041,5.678251865586049,5.4719037682739105,6.468921978749781,6.468921978749781,3.9798971771960003,5.22403387170409,4.94925227810299,6.726070391177251,1.0,5.678251865586049,7.6679723310560295,5.678251865586049,6.03024896177041,5.22403387170409,1.0,5.22403387170409,1.0,1.0,6.32651517329232,7.336514005123969,4.94925227810299,1.0,6.96118067803205,1.0,5.22403387170409,1.0,6.03024896177041,7.07140867828539,4.56053137452241,5.22403387170409,1.0,5.85328427928991,5.678251865586049,1.0,1.0,3.11990049897295,5.22403387170409,5.22403387170409,1.0,5.4719037682739105,1.0,3.9798971771960003,7.1791050241713,1.0,6.32651517329232,1.0,6.468921978749781,1.0,4.56053137452241,6.96118067803205,5.4719037682739105,5.22403387170409,1.0,1.0,5.4719037682739105,1.0,4.94925227810299,5.85328427928991,1.0,7.07140867828539,1.0
GSM1512513,6.157628712927389,1.0,4.4849601300152,1.0,7.40946172235489,1.0,1.87481290331291,1.0,6.86290471267876,1.0,1.0,5.2622695476991,1.0,5.2622695476991,1.0,1.0,1.0,5.969009892428059,3.69930199758968,1.0,4.4849601300152,1.0,3.69930199758968,5.5613325439366,6.59964697257278,6.157628712927389,1.0,1.0,5.2622695476991,3.69930199758968,5.5613325439366,1.0,1.87481290331291,5.969009892428059,1.0,1.0,4.91371656472436,6.750164903976519,6.157628712927389,3.69930199758968,6.86290471267876,4.91371656472436,6.86290471267876,3.69930199758968,5.5613325439366,5.969009892428059,4.4849601300152,7.01667287521129,1.0,4.4849601300152,6.157628712927389,4.91371656472436,1.0,3.69930199758968,1.0,6.59964697257278,1.0,4.4849601300152,5.5613325439366,7.01667287521129,3.69930199758968,1.0,6.318507268851089,4.4849601300152,6.318507268851089,1.0,1.0,3.69930199758968,6.45494318082451,7.35325406978474,5.969009892428059,5.5613325439366,7.35325406978474,6.45494318082451,5.969009892428059,7.01667287521129,7.257864176839661,7.099870507354491,3.69930199758968,5.969009892428059,5.969009892428059,6.86290471267876,7.97770827849888,4.91371656472436,6.720574391235401,6.59964697257278,3.69930199758968,5.2622695476991,5.5613325439366,7.71301540501449,6.86290471267876,6.157628712927389,3.69930199758968,1.0,5.5613325439366,5.2622695476991,5.969009892428059,6.86290471267876,4.4849601300152,6.59964697257278,1.0
GSM1512514,6.950765061147011,5.529179292646071,7.9042249133638505,2.58134780036493,7.608933944673059,8.708825816994459,7.12597357998681,1.0,6.770670977712929,6.6758292489470605,6.20137409955729,7.257864176839661,5.83606540219417,4.26299500845019,6.27716659874032,6.20137409955729,5.20834712209917,6.88582721039137,4.80007941727765,6.83017606073655,5.899934291461769,6.13811681071009,6.20137409955729,5.77613033939457,6.770670977712929,6.62647115249024,4.05731810486652,5.83606540219417,5.529179292646071,4.9858446496089295,1.0,1.0,1.0,6.07393476943599,3.23231688950785,8.090504769829769,6.572173667626379,5.83606540219417,6.6758292489470605,5.899934291461769,6.445442961975501,5.293744492376129,6.34696787154292,6.13811681071009,6.13811681071009,7.06520241094239,1.0,1.0,2.58134780036493,3.77107083731226,1.0,1.0,1.0,5.10236230656534,5.529179292646071,3.77107083731226,1.0,3.77107083731226,6.6758292489470605,7.99707047513926,1.0,4.05731810486652,8.52472470415428,3.52830791296889,4.9858446496089295,1.0,5.60007588458262,6.83017606073655,1.27083532511592,1.0,4.26299500845019,4.9858446496089295,5.529179292646071,1.0,1.0,5.47550161923238,6.20137409955729,5.293744492376129,1.0,3.77107083731226,4.26299500845019,1.0,7.06520241094239,6.950765061147011,1.0,1.0,6.88582721039137,1.0,5.39863162570342,7.34909302761902,5.529179292646071,4.41378521330204,2.89949084695494,5.39863162570342,6.07393476943599,5.10236230656534,4.80007941727765,6.20137409955729,1.27083532511592,7.86483233410645,1.0
GSM1512515,6.8883398855947995,1.0,7.28003428536771,1.0,5.85585125794981,7.60331342053789,7.32797534097408,5.17649049214855,6.20137409955729,2.39754718987639,4.94461506792078,7.919319232105991,3.45043287219336,4.07798667805157,4.94461506792078,6.331476288179919,1.0,5.79987576671945,2.93660987135073,5.73442549159401,6.123588837389519,4.94461506792078,4.8138362023743095,3.45043287219336,5.73442549159401,7.205165433704559,5.73442549159401,6.47394365204564,5.2776851974683705,4.07798667805157,1.0,3.45043287219336,1.0,6.0787448274418905,5.2776851974683705,8.37323321328089,6.5132966905283896,5.73442549159401,6.8156046103535,5.17649049214855,7.00990198333213,6.9418294860155205,6.8156046103535,6.763253514745669,5.3708826785355805,6.159904997790299,1.0,1.0,1.0,5.95621903036003,5.85585125794981,4.07798667805157,4.94461506792078,5.58834665000772,4.94461506792078,1.0,1.0,6.720574391235401,6.8883398855947995,7.00990198333213,4.3254137175202105,5.17649049214855,7.055765779938519,5.58834665000772,4.52267969724162,1.0,1.0,6.0787448274418905,6.123588837389519,1.0,4.40030152955236,5.58834665000772,5.17649049214855,1.0,1.0,6.20137409955729,6.2390285010845705,4.94461506792078,1.0,1.0,3.6780772768874503,4.07798667805157,7.08391910437361,7.205165433704559,4.40030152955236,1.0,6.62192964247309,1.0,6.0787448274418905,7.44219834630574,6.0787448274418905,5.01041677045771,1.0,1.0,4.07798667805157,4.28982110617262,3.8133593691381003,6.123588837389519,1.0,7.880537763268889,1.0
GSM1512516,6.58236714452168,1.0,6.301860136231349,1.0,4.3501702380463705,5.45543300912991,4.3501702380463705,4.3501702380463705,4.8307530902953,1.0,5.70498823833571,2.4548608735314903,4.3501702380463705,5.70498823833571,1.0,5.70498823833571,1.0,4.3501702380463705,5.45543300912991,5.70498823833571,5.17649049214855,6.4624798543122495,5.45543300912991,6.301860136231349,4.8307530902953,7.1830238737092005,4.8307530902953,1.0,6.301860136231349,1.0,1.0,3.62695130531336,6.09506258620584,5.90432681316947,3.62695130531336,6.09506258620584,7.78340403091554,2.4548608735314903,3.62695130531336,1.0,4.3501702380463705,4.3501702380463705,5.90432681316947,5.70498823833571,7.31498546618062,6.09506258620584,6.967661729624401,5.17649049214855,1.0,5.17649049214855,5.45543300912991,1.0,5.70498823833571,5.17649049214855,5.17649049214855,1.0,3.62695130531336,5.70498823833571,6.4624798543122495,6.4624798543122495,5.17649049214855,4.3501702380463705,6.70791506999396,6.967661729624401,7.517740684242929,1.0,1.0,6.301860136231349,6.4624798543122495,5.90432681316947,5.17649049214855,6.70791506999396,6.301860136231349,5.90432681316947,4.3501702380463705,5.17649049214855,7.78340403091554,4.3501702380463705,2.4548608735314903,5.17649049214855,4.8307530902953,4.3501702380463705,8.12933704589304,6.58236714452168,5.90432681316947,4.3501702380463705,6.4624798543122495,1.0,5.17649049214855,8.44386303690664,5.70498823833571,1.0,5.17649049214855,6.967661729624401,6.58236714452168,1.0,1.0,7.6802044686313495,7.28003428536771,8.21126660623332,1.0
GSM1512520,1.0,1.0,4.7172288075637505,1.0,1.0,2.9895182923638397,1.0,1.0,2.9895182923638397,1.0,2.9895182923638397,6.195085388099639,1.0,1.0,4.7172288075637505,1.0,2.9895182923638397,2.9895182923638397,2.9895182923638397,2.9895182923638397,1.0,2.9895182923638397,5.85841367706239,4.7172288075637505,2.9895182923638397,5.410385666742981,2.9895182923638397,1.0,6.74489154145682,2.9895182923638397,1.0,2.9895182923638397,1.0,2.9895182923638397,2.9895182923638397,5.410385666742981,5.85841367706239,1.0,1.0,1.0,6.500016840301879,6.195085388099639,5.410385666742981,2.9895182923638397,1.0,2.9895182923638397,1.0,1.0,1.0,2.9895182923638397,1.0,2.9895182923638397,2.9895182923638397,5.410385666742981,2.9895182923638397,2.9895182923638397,4.7172288075637505,5.410385666742981,4.7172288075637505,1.0,1.0,2.9895182923638397,1.0,1.0,1.0,2.9895182923638397,5.85841367706239,4.7172288075637505,6.74489154145682,7.89641898905223,7.00459403971984,6.74489154145682,8.40748548767964,6.195085388099639,7.89641898905223,8.40748548767964,8.40748548767964,6.500016840301879,1.0,4.7172288075637505,5.85841367706239,7.2376645262090005,7.7259940660099105,6.500016840301879,7.7259940660099105,8.6064510850438,7.00459403971984,5.85841367706239,5.410385666742981,7.48203407994536,6.74489154145682,5.410385666742981,5.85841367706239,6.195085388099639,6.195085388099639,7.48203407994536,5.410385666742981,6.74489154145682,4.7172288075637505,5.410385666742981,3.0
GSM1512521,1.0,1.0,1.0,1.0,1.0,2.93660987135073,3.86976510267506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.93660987135073,1.0,1.0,4.58963954409179,1.0,5.2622695476991,3.86976510267506,1.0,3.86976510267506,1.0,1.0,1.0,1.0,1.0,1.0,5.38345721039607,3.86976510267506,1.0,1.0,1.0,1.0,4.27241963825842,4.97870909608061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.58963954409179,5.13511625509745,1.0,1.0,1.0,2.93660987135073,1.0,1.0,4.58963954409179,1.0,1.0,3.50184287639265,1.0,1.0,1.0,9.06405173640498,7.620020593714581,7.29938919759939,6.80963097501933,8.296460250542259,6.69419104804677,7.12964889983729,7.761031438177941,8.45501078696328,7.71301540501449,6.35412224724696,6.96118067803205,6.084643747085679,7.246354556224349,9.30604919650127,7.27597577582919,7.935569577035349,9.55759488342618,6.296516022916699,4.58963954409179,6.296516022916699,9.30604919650127,7.32797534097408,6.35412224724696,7.21234511132663,7.12964889983729,6.58236714452168,6.58236714452168,6.16770274608446,8.964075143664381,5.745234511824941,6.58236714452168,3.0
