,hsa-miR-375,hsa-miR-29c*,hsa-miR-1258,hsa-miR-132*,hsa-miR-142-3p,hsa-miR-520c-3p,hsa-miR-302b,hsa-miR-204,hsa-miR-1468,hsa-miR-576-5p,hsa-miR-601,hsa-miR-609,hsa-miR-154,hsa-miR-508-3p,hsa-miR-942,hsa-miR-302d,hsa-miR-135b,hsa-miR-522,hsa-miR-488,hsa-miR-1262,hsa-miR-126*,hsa-miR-373,hsa-miR-483-3p,hsa-miR-133a,hsa-miR-190b,hsa-miR-598,hsa-miR-199b-5p,hsa-miR-1282,hsa-miR-1825,hsa-miR-130b*,hsa-miR-578,hsa-miR-520f,hsa-miR-26a-2*,hsa-miR-450a,hsa-miR-29b-1*,hsa-miR-615-3p,hsa-miR-892b,hsa-miR-1290,hsa-miR-556-3p,hsa-miR-98,hsa-miR-1238,hsa-let-7b*,hsa-miR-1299,hsa-miR-382,hsa-miR-26b*,hsa-miR-876-3p,hsa-miR-196a,hsa-miR-644,hsa-miR-1279,hsa-miR-330-5p,hsa-miR-629,hsa-miR-23a*,hsa-miR-509-3p,hsa-miR-34a,hsa-let-7f-2*,hsa-miR-581,hsa-miR-335*,hsa-miR-515-3p,hsa-miR-340*,hsa-miR-1246,hsa-miR-133b,hsa-miR-454*,hsa-miR-613,hsa-miR-302a,hsa-miR-376a*,hsa-miR-9,hsa-miR-520d-3p,hsa-miR-455-5p,hsa-miR-515-5p,hsa-miR-31*,hsa-miR-488*,hsa-miR-200a,hsa-miR-489,hsa-miR-1283,hsa-miR-566,hsa-miR-455-3p,hsa-miR-646,hsa-miR-519b-5p,hsa-miR-1245,hsa-miR-1291,hsa-miR-155*,hsa-miR-31,hsa-miR-518a-5p,hsa-miR-21*,hsa-miR-564,hsa-miR-933,hsa-miR-589,hsa-miR-545*,hsa-miR-520d-5p,hsa-miR-518d-5p,hsa-miR-96*,hsa-miR-136*,hsa-miR-491-3p,hsa-miR-568,hsa-miR-450b-5p,hsa-miR-556-5p,hsa-miR-10b*,hsa-miR-298,hsa-miR-889,hsa-miR-518d-3p,SD
GSM1512807,6.5132966905283896,6.5132966905283896,3.6780772768874503,4.548592366933231,6.5132966905283896,5.10236230656534,4.548592366933231,1.0,1.0,1.0,5.98565475307765,6.5132966905283896,6.5132966905283896,6.5132966905283896,5.10236230656534,1.0,1.0,5.4475126988084694,6.868629852161571,1.0,4.548592366933231,5.10236230656534,5.98565475307765,6.868629852161571,6.5132966905283896,7.05901445344355,6.75476333688228,6.868629852161571,6.97613611147561,1.0,6.18891053928892,4.548592366933231,6.5132966905283896,2.0038628696342298,1.0,5.737264262436759,5.737264262436759,4.548592366933231,3.6780772768874503,6.18891053928892,6.64359829696175,5.98565475307765,5.10236230656534,6.75476333688228,4.548592366933231,1.0,6.868629852161571,5.10236230656534,1.0,5.10236230656534,7.59252295048049,4.548592366933231,2.0038628696342298,1.0,6.35412224724696,6.64359829696175,1.0,4.548592366933231,2.0038628696342298,4.548592366933231,5.4475126988084694,5.737264262436759,2.0038628696342298,5.737264262436759,1.0,1.0,5.98565475307765,6.868629852161571,3.6780772768874503,1.0,6.868629852161571,2.0038628696342298,4.548592366933231,6.35412224724696,5.737264262436759,5.98565475307765,6.35412224724696,1.0,1.0,7.05901445344355,1.0,1.0,4.548592366933231,1.0,5.10236230656534,5.4475126988084694,5.98565475307765,2.0038628696342298,2.0038628696342298,2.0038628696342298,6.64359829696175,5.4475126988084694,5.4475126988084694,6.18891053928892,1.0,5.10236230656534,2.0038628696342298,5.737264262436759,1.0,1.0,1.0
GSM1512808,6.16248013279129,4.60418837831772,5.60307824018034,1.82366777196657,3.60496567274839,5.20286849138753,5.20286849138753,1.0,5.20286849138753,1.0,5.20286849138753,6.71004472656314,6.71004472656314,6.37877938618601,4.60418837831772,1.0,5.20286849138753,6.37877938618601,7.614532657770781,1.0,1.0,5.20286849138753,5.60307824018034,4.60418837831772,6.61561122934924,7.39177088134601,6.37877938618601,7.91179181334301,7.25018775682065,1.0,5.899934291461769,5.899934291461769,3.60496567274839,5.20286849138753,1.0,6.86290471267876,6.71004472656314,1.0,1.0,6.71004472656314,6.24542355326689,7.91179181334301,6.16248013279129,5.899934291461769,5.899934291461769,3.60496567274839,5.20286849138753,5.899934291461769,4.60418837831772,5.20286849138753,6.71004472656314,5.20286849138753,1.82366777196657,3.60496567274839,4.60418837831772,7.5126435009587595,6.16248013279129,4.60418837831772,4.60418837831772,3.60496567274839,1.0,7.08391910437361,4.83615568095759,6.16248013279129,1.0,6.37877938618601,7.79118772484115,6.71004472656314,3.60496567274839,5.20286849138753,6.37877938618601,1.0,6.37877938618601,5.20286849138753,6.16248013279129,7.25018775682065,4.60418837831772,3.60496567274839,5.20286849138753,7.69355671743596,3.60496567274839,4.60418837831772,1.0,1.0,1.0,6.16248013279129,1.0,1.0,6.37877938618601,1.0,3.60496567274839,5.20286849138753,5.899934291461769,6.55874170360824,5.60307824018034,5.20286849138753,6.16248013279129,3.60496567274839,1.0,5.60307824018034,1.0
GSM1512809,5.46724030997521,6.6664702666068605,4.7845693534367,1.0,5.172835036983719,3.47537797066507,7.517740684242929,5.8638083290199505,1.0,3.47537797066507,7.102857649093091,7.83558532444607,1.0,6.80963097501933,6.9734846599283395,5.95132083353644,6.301860136231349,6.43851438691087,5.95132083353644,1.0,1.0,4.22078290781121,1.44257986381248,3.9798971771960003,7.888570600322731,6.50720132339049,1.0,9.244332088344152,6.43851438691087,1.0,6.43851438691087,5.95132083353644,1.0,7.2009278165593695,6.301860136231349,6.73128343505605,2.60742199793849,4.7845693534367,7.517740684242929,3.9798971771960003,7.517740684242929,6.43851438691087,6.80963097501933,7.662567408607769,4.7845693534367,7.03695405057976,8.50179450238687,6.58767116971674,5.759680365589321,1.0,8.59542993987743,6.50720132339049,5.33397177322757,5.172835036983719,6.43851438691087,6.301860136231349,6.73128343505605,5.95132083353644,4.22078290781121,7.40946172235489,5.759680365589321,6.135297246914001,8.66960920303555,1.0,4.7845693534367,6.87479825542356,8.77334116593177,7.96040231650227,5.95132083353644,5.95132083353644,6.58767116971674,2.60742199793849,1.0,1.44257986381248,5.46724030997521,4.478913214897821,4.478913214897821,5.46724030997521,1.44257986381248,6.37375054283881,3.47537797066507,6.301860136231349,5.172835036983719,1.0,5.46724030997521,6.73128343505605,5.95132083353644,5.172835036983719,3.47537797066507,5.759680365589321,1.0,1.0,1.0,1.0,1.0,1.0,5.172835036983719,5.8638083290199505,4.9893126422560305,6.301860136231349,1.0
GSM1512810,6.5926957363067995,6.06488272831442,6.5926957363067995,3.72913954908906,3.72913954908906,4.70473115762993,6.06488272831442,1.0,5.288194205945009,4.70473115762993,5.72426348021829,5.288194205945009,6.06488272831442,6.06488272831442,5.85042671384821,1.0,6.06488272831442,7.48203407994536,6.5926957363067995,4.70473115762993,1.0,3.72913954908906,7.08696471253753,4.70473115762993,7.87245994994378,6.5926957363067995,4.70473115762993,7.70006443614621,8.090504769829769,1.0,6.06488272831442,2.0038628696342298,1.0,1.0,4.70473115762993,4.70473115762993,6.25754514030404,6.5926957363067995,3.72913954908906,6.5926957363067995,6.5926957363067995,1.0,6.34296653940724,6.06488272831442,3.72913954908906,6.34296653940724,1.0,5.288194205945009,3.72913954908906,6.5926957363067995,6.8509510241300795,6.5926957363067995,6.06488272831442,4.70473115762993,5.288194205945009,6.8509510241300795,6.06488272831442,5.72426348021829,1.0,5.288194205945009,5.288194205945009,6.06488272831442,5.288194205945009,6.06488272831442,3.72913954908906,5.72426348021829,8.51300966255287,7.87245994994378,5.288194205945009,1.0,3.72913954908906,5.288194205945009,3.72913954908906,5.288194205945009,6.34296653940724,6.5926957363067995,1.0,5.72426348021829,5.288194205945009,7.08696471253753,1.0,5.288194205945009,3.72913954908906,1.0,3.72913954908906,3.72913954908906,1.0,1.0,4.90924960651697,1.0,5.72426348021829,1.0,6.34296653940724,6.34296653940724,3.72913954908906,6.5926957363067995,6.34296653940724,5.288194205945009,5.288194205945009,3.72913954908906,1.0
GSM1512811,6.17244896038612,5.26998905179129,5.80721370080624,6.019683472377089,5.5412202952953695,5.0453627592479595,6.31609275197147,5.5412202952953695,4.7894637126354,1.0,6.17244896038612,5.26998905179129,2.0038628696342298,5.5412202952953695,2.0038628696342298,5.5412202952953695,1.0,6.31609275197147,6.019683472377089,1.0,1.0,6.59497385796227,6.59497385796227,6.019683472377089,5.80721370080624,7.857164176782071,6.59497385796227,7.02366054984938,7.48719437697124,1.0,5.80721370080624,1.0,3.52830791296889,1.0,1.0,5.80721370080624,2.0038628696342298,1.0,5.5412202952953695,7.0936762369521205,6.94790779499059,2.0038628696342298,7.246354556224349,7.303504355205929,4.7894637126354,5.80721370080624,6.019683472377089,5.26998905179129,1.0,5.0453627592479595,7.303504355205929,7.02366054984938,6.019683472377089,3.52830791296889,4.28982110617262,6.31609275197147,1.0,6.019683472377089,4.7894637126354,1.0,5.0453627592479595,6.17244896038612,2.0038628696342298,5.5412202952953695,1.0,5.5412202952953695,7.5596586862931,6.31609275197147,5.26998905179129,4.28982110617262,1.0,1.0,4.7894637126354,5.0453627592479595,5.80721370080624,6.445442961975501,5.26998905179129,5.5412202952953695,5.5412202952953695,5.80721370080624,1.0,5.0453627592479595,6.31609275197147,5.5412202952953695,3.52830791296889,6.019683472377089,5.5412202952953695,1.0,5.5412202952953695,2.0038628696342298,5.26998905179129,4.7894637126354,5.0453627592479595,3.52830791296889,1.0,5.0453627592479595,5.5412202952953695,6.86290471267876,5.5412202952953695,1.0,1.0
GSM1512812,6.868629852161571,4.91371656472436,5.83606540219417,5.31725308683301,6.383930747067209,5.61294753550455,6.51651502106372,5.83606540219417,4.91371656472436,1.0,5.31725308683301,6.64700563655318,1.0,5.31725308683301,6.51651502106372,1.56476524817644,4.91371656472436,5.31725308683301,6.64700563655318,1.0,4.3501702380463705,5.61294753550455,6.773439385322731,4.3501702380463705,7.1791050241713,7.67335708002087,6.64700563655318,7.05901445344355,7.5126435009587595,1.0,6.21832370669944,6.383930747067209,4.3501702380463705,6.51651502106372,3.60496567274839,7.31498546618062,6.032808707786139,4.91371656472436,3.60496567274839,7.122288873202191,5.61294753550455,6.51651502106372,7.1791050241713,6.64700563655318,5.61294753550455,6.032808707786139,5.83606540219417,4.91371656472436,5.61294753550455,5.31725308683301,7.25018775682065,5.83606540219417,4.91371656472436,4.3501702380463705,5.61294753550455,7.5543291293802906,6.032808707786139,5.61294753550455,4.91371656472436,4.91371656472436,1.0,7.1791050241713,3.60496567274839,6.032808707786139,1.0,1.0,6.383930747067209,6.21832370669944,6.773439385322731,1.0,7.36646598869238,5.31725308683301,3.60496567274839,1.56476524817644,6.032808707786139,6.032808707786139,6.967661729624401,4.91371656472436,5.61294753550455,6.21832370669944,1.56476524817644,5.61294753550455,3.60496567274839,1.0,1.0,6.383930747067209,6.032808707786139,1.0,1.0,1.56476524817644,6.51651502106372,3.60496567274839,1.0,6.21832370669944,4.91371656472436,1.0,1.0,1.0,4.91371656472436,1.0,1.0
GSM1512813,6.17454492490709,5.34457094264949,1.0,5.85585125794981,7.401117450231579,4.69180504902943,7.0502195748788,4.69180504902943,5.34457094264949,1.0,5.040021949076321,6.57716238313028,5.85585125794981,5.64083423234532,5.64083423234532,5.64083423234532,4.69180504902943,6.03024896177041,6.03024896177041,4.11821860938862,6.03024896177041,5.85585125794981,4.69180504902943,6.17454492490709,7.11842895276292,7.48203407994536,7.401117450231579,6.66175093067803,4.11821860938862,1.0,3.1733972851417405,6.75246595255397,4.69180504902943,5.64083423234532,1.0,5.040021949076321,4.11821860938862,3.1733972851417405,6.17454492490709,7.340526884823201,7.11842895276292,5.34457094264949,6.34296653940724,7.11842895276292,6.17454492490709,5.64083423234532,6.17454492490709,6.17454492490709,1.0,6.47647883921044,7.71951933050789,5.34457094264949,6.57716238313028,1.0,6.17454492490709,7.197520071528209,6.66175093067803,4.11821860938862,5.040021949076321,5.64083423234532,1.0,5.85585125794981,5.34457094264949,6.84232038030683,1.0,5.64083423234532,7.5596586862931,7.303504355205929,1.0,1.0,6.47647883921044,5.040021949076321,4.69180504902943,6.34296653940724,5.85585125794981,1.0,5.64083423234532,1.0,1.0,7.340526884823201,1.0,1.0,1.0,1.0,1.0,1.0,4.69180504902943,1.0,3.1733972851417405,5.040021949076321,6.57716238313028,4.69180504902943,6.57716238313028,6.34296653940724,1.0,5.34457094264949,3.1733972851417405,6.34296653940724,1.0,5.34457094264949,1.0
GSM1512814,6.120122955118201,1.0,5.108753656049849,6.120122955118201,4.1046924365440605,5.108753656049849,6.120122955118201,1.0,5.69594314033967,1.0,6.120122955118201,5.108753656049849,6.120122955118201,5.108753656049849,1.0,1.0,1.0,6.45494318082451,4.1046924365440605,4.1046924365440605,1.0,5.69594314033967,6.74489154145682,7.3234465777913895,5.69594314033967,6.74489154145682,6.120122955118201,7.97770827849888,6.74489154145682,1.0,5.69594314033967,6.120122955118201,1.0,6.120122955118201,4.1046924365440605,5.69594314033967,7.52288161748811,1.0,1.0,6.120122955118201,5.69594314033967,6.45494318082451,5.108753656049849,1.0,1.0,1.0,5.108753656049849,7.01329140087424,1.0,1.0,7.1791050241713,4.1046924365440605,6.120122955118201,1.0,6.120122955118201,6.74489154145682,6.120122955118201,1.0,1.0,1.0,1.0,5.108753656049849,6.120122955118201,6.74489154145682,4.1046924365440605,1.0,6.74489154145682,6.579806649238139,5.69594314033967,1.0,6.120122955118201,1.0,7.451829866443781,1.0,6.45494318082451,1.0,4.58963954409179,6.45494318082451,1.0,7.1791050241713,4.1046924365440605,5.108753656049849,5.69594314033967,5.48264744735985,1.0,6.120122955118201,4.1046924365440605,1.0,1.0,1.0,1.0,1.0,5.108753656049849,1.0,1.0,1.0,5.69594314033967,1.0,6.120122955118201,4.1046924365440605,1.0
GSM1512815,4.6525903910335895,1.0,5.33397177322757,3.38611523726834,5.822896584313621,5.108753656049849,1.0,1.0,3.38611523726834,1.0,6.4624798543122495,1.0,1.0,1.0,3.38611523726834,4.6525903910335895,4.6525903910335895,5.33397177322757,6.19935889088329,5.822896584313621,4.6525903910335895,3.38611523726834,6.8156046103535,6.19935889088329,1.0,7.11842895276292,5.33397177322757,6.8156046103535,7.65026632189592,3.86976510267506,5.822896584313621,4.6525903910335895,5.822896584313621,1.0,1.0,3.38611523726834,6.4624798543122495,1.0,6.6664702666068605,3.38611523726834,6.6664702666068605,5.33397177322757,7.307607807164319,5.822896584313621,1.0,1.0,5.822896584313621,5.822896584313621,4.6525903910335895,1.0,7.11842895276292,4.6525903910335895,3.38611523726834,4.6525903910335895,6.19935889088329,6.970576133125401,1.0,4.6525903910335895,1.0,4.6525903910335895,5.822896584313621,5.55181362752829,1.0,6.6664702666068605,1.0,1.0,7.25018775682065,6.89814528160217,5.55181362752829,5.822896584313621,5.33397177322757,5.108753656049849,6.4624798543122495,1.0,6.19935889088329,4.6525903910335895,6.6664702666068605,6.19935889088329,4.6525903910335895,6.3291518206213295,3.38611523726834,6.4624798543122495,1.0,6.07119647971712,5.822896584313621,6.970576133125401,6.4624798543122495,1.0,5.33397177322757,5.822896584313621,6.19935889088329,3.38611523726834,3.38611523726834,4.6525903910335895,1.0,6.19935889088329,4.6525903910335895,5.33397177322757,4.6525903910335895,1.0,1.0
GSM1512816,6.8509510241300795,5.47909052036438,3.6568627811450805,5.47909052036438,1.0,5.47909052036438,1.0,5.47909052036438,1.0,1.0,6.5100711644035005,6.31609275197147,3.6568627811450805,1.0,4.8837498618336,6.61308452526986,5.47909052036438,5.47909052036438,6.10332781678106,6.31609275197147,1.0,5.94182109561015,6.31609275197147,5.47909052036438,5.47909052036438,5.94182109561015,6.8509510241300795,6.31609275197147,7.2190669840788795,3.6568627811450805,6.61308452526986,1.0,1.0,1.0,1.0,6.61308452526986,6.8509510241300795,5.94182109561015,5.94182109561015,3.6568627811450805,6.31609275197147,1.0,3.6568627811450805,6.31609275197147,5.47909052036438,6.8509510241300795,6.8509510241300795,5.47909052036438,1.0,6.31609275197147,6.31609275197147,6.61308452526986,5.94182109561015,3.6568627811450805,4.8837498618336,7.07777035372477,5.94182109561015,3.6568627811450805,5.94182109561015,1.0,3.6568627811450805,6.61308452526986,5.47909052036438,6.31609275197147,5.94182109561015,3.6568627811450805,7.2190669840788795,7.71301540501449,3.6568627811450805,4.8837498618336,4.8837498618336,1.0,5.94182109561015,6.31609275197147,6.8509510241300795,4.8837498618336,7.2190669840788795,5.77868789896324,3.6568627811450805,3.6568627811450805,1.0,5.47909052036438,3.6568627811450805,1.0,4.8837498618336,3.6568627811450805,1.0,1.0,5.47909052036438,4.536464840302941,6.31609275197147,5.47909052036438,4.8837498618336,5.94182109561015,1.0,1.0,1.0,3.6568627811450805,1.0,3.6568627811450805,1.0
GSM1512817,6.546964326605151,5.44473660086762,5.44473660086762,1.0,6.21358729141933,5.748563814474269,3.4629593356266004,1.0,3.4629593356266004,1.0,5.748563814474269,6.00348776633995,3.4629593356266004,5.44473660086762,1.0,1.0,1.0,5.748563814474269,6.403525893924019,1.0,1.0,4.4849601300152,7.23370648700387,3.4629593356266004,3.4629593356266004,6.781262813625441,5.051181719545269,5.051181719545269,7.528004296440081,5.051181719545269,5.55521053124666,1.0,1.0,1.0,3.4629593356266004,3.4629593356266004,6.00348776633995,3.4629593356266004,6.00348776633995,1.0,6.21358729141933,5.44473660086762,4.4849601300152,6.331476288179919,3.4629593356266004,3.4629593356266004,6.00348776633995,5.051181719545269,5.051181719545269,1.0,7.052995342591769,6.21358729141933,6.21358729141933,3.4629593356266004,4.4849601300152,6.917199978221889,5.748563814474269,1.0,1.0,4.4849601300152,5.748563814474269,5.91092490835165,3.4629593356266004,5.748563814474269,3.4629593356266004,1.0,7.76720771727424,6.781262813625441,4.4849601300152,5.55521053124666,6.6685605519612094,1.0,6.21358729141933,6.546964326605151,7.052995342591769,5.310614947472589,6.403525893924019,6.6685605519612094,5.051181719545269,5.748563814474269,4.4849601300152,5.051181719545269,6.917199978221889,5.051181719545269,5.748563814474269,6.6685605519612094,3.4629593356266004,1.0,1.3910725622074198,3.4629593356266004,7.23370648700387,1.0,1.0,5.44473660086762,3.4629593356266004,6.21358729141933,1.0,6.00348776633995,1.0,5.051181719545269,1.0
GSM1512818,6.34496859260378,3.77107083731226,1.0,1.9663453000086697,1.0,3.77107083731226,1.0,1.0,5.35093707543107,1.0,1.0,5.35093707543107,1.0,5.35093707543107,6.0787448274418905,1.0,1.0,6.714913367963929,1.0,1.0,1.0,5.040021949076321,7.105838618645951,6.77620248945315,5.748563814474269,6.538408113305651,6.538408113305651,5.35093707543107,7.79892964843621,1.0,6.86048933772853,4.79434152378893,1.0,3.77107083731226,1.0,5.748563814474269,6.0787448274418905,3.77107083731226,3.77107083731226,7.105838618645951,6.0787448274418905,6.34496859260378,6.86048933772853,6.34496859260378,4.79434152378893,1.0,5.35093707543107,5.040021949076321,1.0,6.0787448274418905,6.714913367963929,5.748563814474269,1.0,5.35093707543107,5.748563814474269,6.98721116667779,1.0,6.0787448274418905,6.34496859260378,4.79434152378893,5.35093707543107,5.35093707543107,5.35093707543107,6.6504049475456,1.0,3.77107083731226,7.105838618645951,3.77107083731226,6.0787448274418905,6.0787448274418905,5.748563814474269,1.0,6.714913367963929,5.35093707543107,6.0787448274418905,6.0787448274418905,6.86048933772853,1.0,1.0,5.748563814474269,1.0,5.748563814474269,1.0,5.35093707543107,5.748563814474269,6.86048933772853,3.77107083731226,1.0,3.77107083731226,6.34496859260378,6.538408113305651,3.77107083731226,1.0,6.0787448274418905,5.35093707543107,6.538408113305651,3.77107083731226,6.0787448274418905,1.0,1.0,1.0
GSM1512819,5.861113524559231,5.296826557914089,1.0,4.026930834164419,5.53838222029179,2.0404294651256003,2.0404294651256003,2.0404294651256003,1.0,1.0,6.296516022916699,2.0404294651256003,1.0,1.0,4.026930834164419,4.026930834164419,2.0404294651256003,5.296826557914089,4.026930834164419,4.026930834164419,1.0,5.296826557914089,6.87765478168063,6.296516022916699,5.861113524559231,6.87765478168063,5.296826557914089,6.95361668081802,7.60331342053789,1.0,6.296516022916699,1.0,1.0,1.0,4.8138362023743095,5.296826557914089,6.296516022916699,5.296826557914089,3.11990049897295,6.61055338806443,7.03695405057976,2.0404294651256003,5.861113524559231,4.026930834164419,5.861113524559231,1.0,4.026930834164419,6.123588837389519,1.0,4.026930834164419,7.099870507354491,6.0354163411254795,1.0,1.0,5.03466129435079,6.61055338806443,1.0,1.0,1.0,1.0,2.0404294651256003,6.296516022916699,4.8138362023743095,4.8138362023743095,1.0,1.0,6.296516022916699,5.861113524559231,5.296826557914089,4.8138362023743095,6.123588837389519,6.0354163411254795,5.861113524559231,5.622749774976441,6.296516022916699,6.296516022916699,7.099870507354491,4.026930834164419,1.0,5.622749774976441,1.0,6.123588837389519,5.861113524559231,5.861113524559231,6.123588837389519,6.61055338806443,6.43851438691087,1.0,1.0,6.87765478168063,6.72864360656034,5.296826557914089,5.296826557914089,1.0,1.0,4.8138362023743095,5.861113524559231,5.861113524559231,1.0,5.296826557914089,1.0
GSM1512820,5.8019479581057,1.0,4.7894637126354,5.8019479581057,5.8019479581057,4.7894637126354,5.376455466192371,3.70903616070103,1.0,6.04295036880507,6.827393416336401,3.70903616070103,4.7894637126354,5.8019479581057,6.538408113305651,4.7894637126354,1.0,4.7894637126354,4.7894637126354,1.0,5.376455466192371,5.8019479581057,7.21234511132663,5.8019479581057,6.133417736885231,7.21234511132663,6.827393416336401,4.7894637126354,7.4677978468856,1.0,5.8019479581057,1.0,6.94487184102829,1.0,4.7894637126354,6.538408113305651,1.0,1.0,3.01253799722556,7.27597577582919,7.11020523633859,6.71004472656314,6.133417736885231,4.7894637126354,5.8019479581057,6.133417736885231,6.94487184102829,6.336309770373111,1.0,1.0,7.27597577582919,6.133417736885231,1.0,1.0,1.0,6.133417736885231,4.7894637126354,1.0,1.0,1.0,4.142250666386079,5.8019479581057,4.7894637126354,5.8019479581057,1.0,4.7894637126354,6.94487184102829,5.8019479581057,6.538408113305651,6.336309770373111,6.336309770373111,1.0,6.94487184102829,1.0,6.336309770373111,5.376455466192371,6.94487184102829,1.0,1.0,6.78685358559785,1.0,6.133417736885231,4.7894637126354,1.0,3.70903616070103,6.827393416336401,6.336309770373111,1.0,5.8019479581057,4.7894637126354,4.7894637126354,3.01253799722556,1.0,5.8019479581057,1.0,4.7894637126354,5.376455466192371,4.7894637126354,1.0,3.70903616070103,1.0
GSM1512821,5.81354889887192,5.39584142766615,6.405895858013741,5.81354889887192,6.763253514745669,5.81354889887192,6.405895858013741,4.75081952832584,3.48867110695427,1.0,5.39584142766615,5.81354889887192,1.0,4.75081952832584,6.763253514745669,5.39584142766615,5.81354889887192,6.405895858013741,5.81354889887192,1.0,5.39584142766615,1.0,6.405895858013741,6.763253514745669,6.14923855444917,7.165000368063019,6.405895858013741,4.75081952832584,7.6679723310560295,3.48867110695427,6.14923855444917,1.0,6.763253514745669,4.75081952832584,4.75081952832584,5.81354889887192,5.81354889887192,1.0,5.39584142766615,7.418071662178369,5.39584142766615,5.39584142766615,5.39584142766615,5.39584142766615,4.75081952832584,5.81354889887192,6.405895858013741,4.75081952832584,1.0,1.0,7.165000368063019,6.60467953610579,6.14923855444917,3.48867110695427,5.81354889887192,6.970576133125401,4.75081952832584,1.0,5.81354889887192,4.75081952832584,4.75081952832584,6.14923855444917,5.81354889887192,6.405895858013741,3.48867110695427,1.0,7.31922222526514,5.172835036983719,6.405895858013741,6.87765478168063,6.60467953610579,1.0,6.405895858013741,1.0,5.81354889887192,6.763253514745669,6.87765478168063,5.81354889887192,1.0,6.405895858013741,1.0,6.405895858013741,6.763253514745669,4.75081952832584,5.81354889887192,6.60467953610579,4.75081952832584,3.48867110695427,3.48867110695427,1.0,1.0,1.0,1.0,4.75081952832584,3.48867110695427,3.48867110695427,5.81354889887192,5.81354889887192,1.0,3.48867110695427,1.0
GSM1512822,8.07135115812596,6.43242844823542,6.839585099330421,4.19516516382748,1.0,4.19516516382748,5.930235602083651,5.3240668273383305,6.839585099330421,7.34909302761902,7.34909302761902,6.839585099330421,4.19516516382748,1.0,7.34909302761902,6.195085388099639,7.07777035372477,5.930235602083651,6.195085388099639,1.0,4.19516516382748,1.0,5.65692411312407,5.930235602083651,6.43242844823542,6.839585099330421,6.839585099330421,7.34909302761902,8.97860618294534,5.3240668273383305,6.63332772626178,6.43242844823542,4.865277711811871,8.97860618294534,6.43242844823542,5.930235602083651,6.63332772626178,1.0,6.839585099330421,5.930235602083651,7.656429976165639,7.07777035372477,7.34909302761902,8.97860618294534,10.0569043574095,6.43242844823542,8.6444762332414,6.839585099330421,5.3240668273383305,4.19516516382748,6.63332772626178,5.930235602083651,4.19516516382748,4.865277711811871,8.07135115812596,8.07135115812596,8.07135115812596,5.3240668273383305,5.930235602083651,5.65692411312407,6.839585099330421,5.65692411312407,8.07135115812596,1.0,1.0,8.6444762332414,9.7202915413082,9.7202915413082,6.839585099330421,1.0,5.930235602083651,1.0,6.43242844823542,1.0,6.43242844823542,6.63332772626178,6.43242844823542,1.0,1.0,7.07777035372477,4.19516516382748,5.3240668273383305,3.2113849332106,1.0,1.0,6.839585099330421,1.0,1.0,4.19516516382748,1.0,5.930235602083651,5.930235602083651,5.930235602083651,3.2113849332106,1.0,3.2113849332106,5.930235602083651,5.930235602083651,5.65692411312407,1.0,1.0
GSM1512823,8.77334116593177,7.44713642471179,1.0,1.0,1.0,1.0,1.0,7.1399633978550705,7.44713642471179,7.1399633978550705,6.563795173636009,6.86290471267876,2.8253665737852502,5.02215621230064,7.44713642471179,5.02215621230064,7.44713642471179,7.81166319532025,7.1399633978550705,1.0,5.886972255057451,1.0,7.81166319532025,7.44713642471179,1.0,7.1399633978550705,6.563795173636009,6.86290471267876,7.1399633978550705,5.51222357185191,7.81166319532025,6.24542355326689,5.02215621230064,5.886972255057451,5.02215621230064,2.8253665737852502,9.108585497168539,5.886972255057451,6.563795173636009,5.02215621230064,5.886972255057451,2.8253665737852502,2.8253665737852502,6.563795173636009,6.86290471267876,4.2456999720912405,5.02215621230064,7.1399633978550705,1.0,7.1399633978550705,6.563795173636009,5.02215621230064,6.563795173636009,6.24542355326689,2.8253665737852502,7.1399633978550705,6.563795173636009,6.563795173636009,6.24542355326689,6.86290471267876,5.02215621230064,6.563795173636009,5.02215621230064,1.0,4.2456999720912405,7.1399633978550705,7.44713642471179,8.77334116593177,2.8253665737852502,5.886972255057451,1.0,4.2456999720912405,6.24542355326689,5.02215621230064,5.886972255057451,5.886972255057451,5.51222357185191,5.02215621230064,4.2456999720912405,6.24542355326689,5.886972255057451,2.8253665737852502,4.2456999720912405,2.8253665737852502,5.886972255057451,5.886972255057451,1.0,1.0,4.2456999720912405,1.0,6.563795173636009,5.886972255057451,5.02215621230064,2.8253665737852502,5.886972255057451,5.51222357185191,1.0,6.24542355326689,5.02215621230064,1.0,1.0
