,hsa-let-7b*,hsa-let-7f-2*,hsa-miR-10b*,hsa-miR-1238,hsa-miR-1245,hsa-miR-1246,hsa-miR-1258,hsa-miR-126*,hsa-miR-1262,hsa-miR-1279,hsa-miR-1282,hsa-miR-1283,hsa-miR-1290,hsa-miR-1291,hsa-miR-1299,hsa-miR-130b*,hsa-miR-132*,hsa-miR-133a,hsa-miR-133b,hsa-miR-135b,hsa-miR-136*,hsa-miR-142-3p,hsa-miR-1468,hsa-miR-154,hsa-miR-155*,hsa-miR-1825,hsa-miR-190b,hsa-miR-196a,hsa-miR-199b-5p,hsa-miR-200a,hsa-miR-204,hsa-miR-21*,hsa-miR-23a*,hsa-miR-26a-2*,hsa-miR-26b*,hsa-miR-298,hsa-miR-29b-1*,hsa-miR-29c*,hsa-miR-302a,hsa-miR-302b,hsa-miR-302d,hsa-miR-31,hsa-miR-31*,hsa-miR-330-5p,hsa-miR-335*,hsa-miR-340*,hsa-miR-34a,hsa-miR-373,hsa-miR-375,hsa-miR-376a*,hsa-miR-382,hsa-miR-450a,hsa-miR-450b-5p,hsa-miR-454*,hsa-miR-455-3p,hsa-miR-455-5p,hsa-miR-483-3p,hsa-miR-488,hsa-miR-488*,hsa-miR-489,hsa-miR-491-3p,hsa-miR-508-3p,hsa-miR-509-3p,hsa-miR-515-3p,hsa-miR-515-5p,hsa-miR-518a-5p,hsa-miR-518d-3p,hsa-miR-518d-5p,hsa-miR-519b-5p,hsa-miR-520c-3p,hsa-miR-520d-3p,hsa-miR-520d-5p,hsa-miR-520f,hsa-miR-522,hsa-miR-545*,hsa-miR-556-3p,hsa-miR-556-5p,hsa-miR-564,hsa-miR-566,hsa-miR-568,hsa-miR-576-5p,hsa-miR-578,hsa-miR-581,hsa-miR-589,hsa-miR-598,hsa-miR-601,hsa-miR-609,hsa-miR-613,hsa-miR-615-3p,hsa-miR-629,hsa-miR-644,hsa-miR-646,hsa-miR-876-3p,hsa-miR-889,hsa-miR-892b,hsa-miR-9,hsa-miR-933,hsa-miR-942,hsa-miR-96*,hsa-miR-98,
GSM1512782,55.60653003,97.80219256,32.1556244,78.20972355,1,1,28.1470448,1,1,1,150.3784557,108.8000477,1,78.20972355,150.3784557,1,1,8.670400381,43.49285033,1,43.49285033,8.670400381,1,1,8.670400381,168.0278837,108.8000477,20.75333651,20.75333651,1,1,66.59032412,1,66.59032412,55.60653003,108.8000477,78.20972355,43.49285033,20.75333651,66.59032412,1,97.80219256,88.20233556,1,1,8.670400381,8.670400381,1,1,1,66.59032412,55.60653003,66.59032412,20.75333651,66.59032412,78.20972355,43.49285033,20.75333651,43.49285033,59.74237369,55.60653003,1,43.49285033,32.1556244,97.80219256,66.59032412,1,1,66.59032412,32.1556244,150.3784557,43.49285033,1,1,1,43.49285033,8.670400381,97.80219256,131.2249762,20.75333651,1,73.60533842,43.49285033,43.49285033,55.60653003,20.75333651,66.59032412,20.75333651,43.49285033,168.0278837,59.74237369,82.67326025,1,20.75333651,43.49285033,1,140.7457102,66.59032412,43.49285033,66.59032412,3
GSM1512783,94.30719733,94.30719733,78.81053384,94.30719733,10.53789323,1,25.63632031,1,1,10.53789323,78.81053384,1,1,94.30719733,64.82149666,1,1,64.82149666,25.63632031,25.63632031,38.57316492,1,1,1,1,149.0955672,64.82149666,51.34723546,25.63632031,78.81053384,1,25.63632031,10.53789323,51.34723546,64.82149666,120.3877502,1,38.57316492,1,25.63632031,1,108.3977598,51.34723546,1,78.81053384,25.63632031,1,64.82149666,1,1,51.34723546,1,1,78.81053384,108.3977598,78.81053384,78.81053384,10.53789323,108.3977598,78.81053384,78.81053384,1,10.53789323,10.53789323,120.3877502,133.7990944,1,1,78.81053384,38.57316492,180.9663966,25.63632031,38.57316492,10.53789323,1,78.81053384,25.63632031,108.3977598,120.3877502,10.53789323,1,64.82149666,64.82149666,25.63632031,38.57316492,38.57316492,10.53789323,10.53789323,108.3977598,213.9330315,94.30719733,149.0955672,78.81053384,25.63632031,78.81053384,1,133.7990944,64.82149666,64.82149666,25.63632031,3
GSM1512784,100.0345567,58.26906578,44.54647283,113.3129171,1,1,44.54647283,1,1.838179218,1,100.0345567,1,1,165.0383699,44.54647283,1,1,30.68755958,70.12559581,58.26906578,1,100.0345567,1,1,16.00452812,123.6017636,1.838179218,44.54647283,44.54647283,30.68755958,1,16.00452812,1,1,16.00452812,134.0893708,1,1,1,30.68755958,44.54647283,84.31911344,44.54647283,44.54647283,70.12559581,70.12559581,1.838179218,1,30.68755958,1,16.00452812,1.838179218,30.68755958,70.12559581,123.6017636,123.6017636,16.00452812,1.838179218,113.3129171,84.31911344,1,30.68755958,16.00452812,1.838179218,84.31911344,70.12559581,44.54647283,100.0345567,44.54647283,44.54647283,84.31911344,16.00452812,1,16.00452812,30.68755958,44.54647283,70.12559581,84.31911344,84.31911344,44.54647283,30.68755958,58.26906578,134.0893708,70.12559581,1,58.26906578,70.12559581,44.54647283,70.12559581,216.8524786,44.54647283,165.0383699,1,16.00452812,58.26906578,1,134.0893708,58.26906578,100.0345567,144.7075786,3
GSM1512785,69.20090562,16.20424214,69.20090562,92.50452812,44.23951382,1,44.23951382,1,1,1,69.20090562,103.6947092,44.23951382,111.8901335,57.79551954,16.20424214,1,69.20090562,16.20424214,1,29.61177312,44.23951382,81.20900858,1,1,133.4949952,44.23951382,29.61177312,103.6947092,29.61177312,1,16.20424214,44.23951382,16.20424214,57.79551954,1,44.23951382,16.20424214,44.23951382,1,1,44.23951382,16.20424214,44.23951382,1,16.20424214,1,16.20424214,69.20090562,44.23951382,133.4949952,1,1,57.79551954,120.6453765,133.4949952,170.0259771,29.61177312,16.20424214,61.79242135,1,16.20424214,44.23951382,16.20424214,1,69.20090562,1,1,154.857245,3.229980934,69.20090562,16.20424214,16.20424214,44.23951382,16.20424214,16.20424214,133.4949952,16.20424214,133.4949952,1,1,3.229980934,92.50452812,44.23951382,147.2969495,92.50452812,29.61177312,1,16.20424214,154.857245,29.61177312,69.20090562,44.23951382,1,69.20090562,1,29.61177312,3.229980934,29.61177312,81.20900858,3
GSM1512786,21.17111535,21.17111535,21.17111535,151.2383222,8.807673975,45.37202097,1,21.17111535,1,1,78.6770734,8.807673975,1,21.17111535,78.6770734,1,21.17111535,1,72.09127741,1,1,68.23236416,1,8.807673975,1,154.857245,8.807673975,57.01739752,78.6770734,33.10128694,8.807673975,25.73379409,45.37202097,1,8.807673975,8.807673975,89.96258341,78.6770734,33.10128694,78.6770734,1,78.6770734,33.10128694,78.6770734,57.01739752,33.10128694,8.807673975,33.10128694,57.01739752,33.10128694,114.670877,57.01739752,57.01739752,57.01739752,122.4606768,68.23236416,78.6770734,8.807673975,68.23236416,101.8303146,1,89.96258341,122.4606768,21.17111535,33.10128694,50.29432793,8.807673975,33.10128694,68.23236416,1,142.5092946,21.17111535,33.10128694,33.10128694,1,1,1,8.807673975,68.23236416,57.01739752,1,122.4606768,68.23236416,57.01739752,171.7342707,57.01739752,33.10128694,89.96258341,21.17111535,171.7342707,130.9158723,68.23236416,33.10128694,8.807673975,33.10128694,1,114.670877,57.01739752,8.807673975,122.4606768,3
GSM1512787,76.55600572,47.11272641,15.64847474,47.11272641,1,47.11272641,15.64847474,15.64847474,1,2.539799809,99.21854147,31.32149666,2.539799809,99.21854147,61.93493804,2.539799809,1,47.11272641,31.32149666,31.32149666,31.32149666,87.58079123,31.32149666,31.32149666,1,170.5903241,2.539799809,76.55600572,61.93493804,1,15.64847474,15.64847474,76.55600572,87.58079123,87.58079123,76.55600572,2.539799809,31.32149666,47.11272641,76.55600572,31.32149666,47.11272641,47.11272641,2.539799809,15.64847474,1,31.32149666,31.32149666,31.32149666,2.539799809,61.93493804,1,2.539799809,87.58079123,135.8808389,87.58079123,61.93493804,15.64847474,47.11272641,47.11272641,47.11272641,31.32149666,31.32149666,31.32149666,15.64847474,61.93493804,2.539799809,1,15.64847474,15.64847474,87.58079123,2.539799809,2.539799809,31.32149666,1,1,15.64847474,76.55600572,61.93493804,15.64847474,1,47.11272641,135.8808389,15.64847474,112.1186845,87.58079123,31.32149666,61.93493804,31.32149666,235.9716397,31.32149666,61.93493804,47.11272641,31.32149666,47.11272641,1,76.55600572,99.21854147,31.32149666,178.4196854,3
GSM1512791,51.96877979,63.44065777,97.97545281,39.25738799,1,3.229980934,3.229980934,3.229980934,1,1,51.96877979,27.56458532,1,85.86487131,27.56458532,27.56458532,3.229980934,184.1866063,39.25738799,1,51.96877979,51.96877979,1,1,39.25738799,73.7542898,1,63.44065777,39.25738799,39.25738799,1,85.86487131,51.96877979,3.229980934,1,85.86487131,1,27.56458532,15.76858913,1,1,85.86487131,106.2542898,15.76858913,15.76858913,1,1,15.76858913,3.229980934,15.76858913,63.44065777,15.76858913,51.96877979,73.7542898,106.2542898,15.76858913,85.86487131,3.229980934,63.44065777,85.86487131,63.44065777,85.86487131,15.76858913,27.56458532,119.6382269,126.5152526,39.25738799,97.97545281,119.6382269,39.25738799,51.96877979,63.44065777,1,39.25738799,15.76858913,1,85.86487131,73.7542898,73.7542898,27.56458532,15.76858913,1,27.56458532,113.5302669,119.6382269,15.76858913,1,15.76858913,15.76858913,279.0104862,1,140.7457102,3.229980934,15.76858913,1,1,119.6382269,63.44065777,113.5302669,63.44065777,1
GSM1512792,23.32197331,45.37202097,81.48355577,11.26096282,34.90109628,1,1,1,1,1,1,81.48355577,1,90.55171592,1,1,1,135.5869876,11.26096282,1,64.23999047,72.95638704,1,1,45.37202097,64.23999047,11.26096282,1,54.71043851,81.48355577,1,112.3472355,64.23999047,1,23.32197331,98.64656816,1,45.37202097,1,1,1,81.48355577,90.55171592,11.26096282,1,1,23.32197331,1,1,1,64.23999047,1,34.90109628,23.32197331,166.0145377,1,81.48355577,1,64.23999047,98.64656816,64.23999047,1,1,1,135.5869876,156.5197807,23.32197331,98.64656816,149.5090562,1,1,64.23999047,1,1,34.90109628,1,90.55171592,120.6453765,98.64656816,45.37202097,1,1,1,112.3472355,112.3472355,45.37202097,1,1,23.32197331,180.3884652,1,145.4337464,1,64.23999047,1,1,170.0259771,34.90109628,45.37202097,81.48355577,1
GSM1512793,47.94018112,16.12035272,32.66658723,16.12035272,47.94018112,1,1,1,1,1,1,97.49165872,1,75.03741659,16.12035272,16.12035272,47.94018112,97.49165872,16.12035272,1,63.3014776,63.3014776,16.12035272,16.12035272,16.12035272,86.28979981,47.94018112,1,63.3014776,1,1,97.49165872,75.03741659,16.12035272,32.66658723,97.49165872,16.12035272,16.12035272,1,1,1,97.49165872,140.0402765,1,16.12035272,1,1,1,1,16.12035272,1,1,47.94018112,16.12035272,190.4988084,1,119.4158723,1,16.12035272,108.8000477,75.03741659,1,47.94018112,16.12035272,108.8000477,161.0760248,47.94018112,140.0402765,154.857245,1,16.12035272,47.94018112,16.12035272,1,16.12035272,1,119.4158723,119.4158723,97.49165872,47.94018112,1,1,16.12035272,131.5340801,47.94018112,32.66658723,1,1,1,174.0750715,63.3014776,174.0750715,16.12035272,32.66658723,63.3014776,1,181.6127264,47.94018112,75.03741659,63.3014776,1
GSM1512794,17.0107245,30.76382269,43.82387989,17.0107245,110.7690658,17.0107245,1,1,1,1,1,79.02597712,1,94.65753098,43.82387989,1,3.811487131,140.0402765,35.164204,3.811487131,17.0107245,101.8303146,43.82387989,1,3.811487131,101.8303146,1,17.0107245,17.0107245,101.8303146,1,130.32102,101.8303146,3.811487131,1,68.55695901,17.0107245,43.82387989,1,1,1,118.7535748,86.88298379,17.0107245,3.811487131,17.0107245,1,3.811487131,17.0107245,1,68.55695901,17.0107245,30.76382269,68.55695901,176.5810296,17.0107245,130.32102,1,1,124.900143,43.82387989,1,1,3.811487131,130.32102,140.0402765,30.76382269,118.7535748,179.8105338,1,30.76382269,57.12607245,17.0107245,1,17.0107245,1,118.7535748,101.8303146,110.7690658,17.0107245,1,57.12607245,3.811487131,124.900143,68.55695901,30.76382269,1,43.82387989,3.811487131,198.0960439,17.0107245,165.5264538,30.76382269,30.76382269,3.811487131,3.811487131,140.0402765,43.82387989,43.82387989,57.12607245,1
GSM1512795,1,30.07125834,102.3691611,7.590324118,38.57316492,1,1,1,1,7.590324118,1,80.05862726,1,80.05862726,1,1,30.07125834,92.81911344,30.07125834,38.57316492,98.27287893,106.6470448,1,19.14752145,46.42016206,54.62106768,1,1,30.07125834,87.03932316,1,128.4878456,38.57316492,1,7.590324118,118.4883222,1,71.12607245,1,1,7.590324118,112.5664919,87.03932316,30.07125834,1,19.14752145,1,1,1,1,1,7.590324118,30.07125834,38.57316492,158.7001907,1,62.36677788,1,54.62106768,102.3691611,62.36677788,1,1,7.590324118,147.9895138,193.457817,30.07125834,138.6792183,153.3048141,1,7.590324118,71.12607245,1,30.07125834,54.62106768,1,98.27287893,123.2759771,71.12607245,7.590324118,1,1,1,92.81911344,128.4878456,46.42016206,1,1,7.590324118,183.5674452,30.07125834,199.8906101,7.590324118,7.590324118,30.07125834,7.590324118,183.5674452,30.07125834,30.07125834,54.62106768,1
GSM1512796,54.87059104,22.69041945,64.93398475,64.93398475,44.45305052,1,1,22.69041945,1,1,10.97688275,64.93398475,1,73.45638704,1,22.69041945,33.9935653,82.3529552,22.69041945,22.69041945,33.9935653,177.7790753,1,1,1,73.45638704,1,44.45305052,54.87059104,91.95162059,1,109.2061487,22.69041945,1,22.69041945,98.45972355,22.69041945,82.3529552,1,10.97688275,1,104.2480934,98.45972355,22.69041945,1,10.97688275,1,1,1,22.69041945,44.45305052,10.97688275,22.69041945,82.3529552,132.9176597,10.97688275,54.87059104,1,10.97688275,82.3529552,54.87059104,1,1,1,120.3877502,158.2318875,10.97688275,132.9176597,145.0706625,1,1,1,1,1,44.45305052,1,54.87059104,109.2061487,98.45972355,22.69041945,1,22.69041945,1,125.8703527,189.7457102,44.45305052,1,1,22.69041945,193.457817,1,168.5181125,1,44.45305052,22.69041945,10.97688275,132.9176597,22.69041945,82.3529552,152.0505243,1
GSM1512797,11.16754051,43.71377502,60.10653003,1,60.10653003,1,1,1,1,1,1,65.75953289,1,148.7371306,22.95019066,1,11.16754051,2.412059104,1,1,52.3443756,1,1,1,43.71377502,28.52264061,2.412059104,2.412059104,43.71377502,52.3443756,1,43.71377502,1,1,1,117.764061,1,2.412059104,1,11.16754051,1,148.7371306,138.6792183,28.52264061,1,1,2.412059104,1,1,1,2.412059104,1,28.52264061,43.71377502,242.4475691,2.412059104,20.00595806,35.97163966,90.14370829,279.0104862,129.6189228,1,1,1,148.7371306,168.0278837,11.16754051,98.12416587,117.764061,2.412059104,43.71377502,43.71377502,28.52264061,1,20.00595806,1,129.6189228,183.5674452,160.1756435,74.53265014,1,1,11.16754051,74.53265014,35.97163966,1,1,28.52264061,17.22998093,74.53265014,74.53265014,206.9459009,1,28.52264061,20.00595806,1,148.7371306,1,117.764061,11.16754051,3
GSM1512798,1,6.656101049,42.87821735,1,56.91444233,1,1,1,1,1,1,81.77383222,1,81.77383222,64.13107722,1,15.18303146,1,6.656101049,1,49.97926597,1,1,1,47.71901811,29.70328885,1,1,15.18303146,64.13107722,1,88.20233556,6.656101049,1,1,105.2473785,1,1,1,1,1,145.0706625,161.5586273,1,6.656101049,15.18303146,1,6.656101049,1,1,1,1,49.97926597,56.91444233,364.3181602,29.70328885,6.656101049,1,6.656101049,330.5846044,69.80338418,1,1,1,145.0706625,285.2452336,42.87821735,81.77383222,98.27287893,1,1,42.87821735,1,1,22.11177312,1,198.0960439,176.0235939,152.8817922,64.13107722,1,1,6.656101049,69.80338418,42.87821735,6.656101049,1,1,22.11177312,15.18303146,15.18303146,242.4475691,1,42.87821735,15.18303146,1,242.4475691,1,176.0235939,1,3
GSM1512799,171.7342707,120.9030029,1,82.21544328,14.77859867,41.10271687,2.053622498,1,1,35.35104862,310.913489,1,1,1132.433508,82.21544328,1,51.67135367,1,19.58651096,19.58651096,28.28622498,1,17.42254528,37.12607245,23.20567207,160.6258341,72.26668255,259.5993804,92.81911344,33.26143947,1,5.92778837,72.26668255,8.929694948,33.26143947,54.53169685,1,51.67135367,1,56.12559581,1,208.82102,35.35104862,1,2.053622498,1,1,54.53169685,1,1,45.17945663,115.3965682,1,19.58651096,248.0691134,160.6258341,5.92778837,88.93446139,692.0092946,41.10271687,88.93446139,1,76.55600572,136.1746902,85.4849857,120.9030029,154.4206387,54.53169685,14.77859867,1,179.1151096,30.92945663,58.17731173,33.26143947,8.929694948,45.17945663,35.35104862,37.12607245,82.21544328,1,1,30.92945663,8.929694948,62.92040038,88.93446139,104.6751668,109.7785987,120.9030029,60.79623451,259.5993804,79.9420877,109.7785987,76.55600572,51.67135367,5.92778837,109.7785987,299.5326501,76.55600572,5.92778837,1,3
GSM1512800,75.50834128,75.50834128,1,1,38.07554814,1,1,1,1,12.07769304,1,87.73522402,1,147.9895138,52.54456625,38.07554814,1,12.07769304,1,38.07554814,101.9964252,1,1,1,63.73617731,63.73617731,38.07554814,52.54456625,12.07769304,38.07554814,1,38.07554814,12.07769304,12.07769304,12.07769304,1,1,12.07769304,38.07554814,12.07769304,1,116.1275024,233.3400858,1,1,1,1,1,1,1,1,12.07769304,12.07769304,101.9964252,233.3400858,24.25095329,12.07769304,12.07769304,38.07554814,448.4192088,38.07554814,12.07769304,1,12.07769304,169.0083413,147.9895138,38.07554814,63.73617731,1,12.07769304,38.07554814,1,1,12.07769304,38.07554814,1,87.73522402,87.73522402,273.3520019,116.1275024,1,12.07769304,1,87.73522402,87.73522402,1,1,1,12.07769304,63.73617731,38.07554814,169.0083413,12.07769304,63.73617731,63.73617731,1,63.73617731,12.07769304,87.73522402,1,3
GSM1512801,24.15181125,61.79242135,32.84389895,15.64847474,32.84389895,1,1,1,1,1,55.24094376,32.84389895,1,192.7333174,15.64847474,1,1,41.18422307,1,1,89.5107245,1,15.64847474,1,74.86820782,74.86820782,1,7.693279314,41.18422307,41.18422307,1,68.7242612,1,15.64847474,1,132.9176597,1,32.84389895,1,1,1,132.9176597,89.5107245,1,1,15.64847474,1,7.693279314,1,1,41.18422307,1,1,32.84389895,235.9716397,41.18422307,7.693279314,1,105.6232126,160.1756435,98.12416587,1,1,1,154.857245,167.4821258,55.24094376,167.4821258,105.6232126,24.15181125,61.79242135,48.46258341,32.84389895,1,1,48.46258341,81.92588179,154.857245,112.1186845,24.15181125,1,1,1,68.7242612,61.79242135,7.693279314,1,15.64847474,15.64847474,68.7242612,1,235.9716397,1,32.84389895,15.64847474,1,192.7333174,1,148.7371306,1,3
GSM1512802,47.21758818,55.36344137,55.36344137,47.21758818,38.44161106,1,1,1,1,4.05171592,38.44161106,55.36344137,1,139.6794566,1,1,4.05171592,1,13.91253575,1,47.21758818,1,1,1,55.36344137,84.15324118,1,4.05171592,13.91253575,63.57983794,1,84.15324118,1,1,22.82030505,149.5090562,1,1,1,4.05171592,1,123.6017636,139.6794566,1,1,13.91253575,1,1,1,13.91253575,22.82030505,1,38.44161106,63.57983794,406.2043613,4.05171592,4.05171592,1,84.15324118,210.7171115,97.49165872,1,1,13.91253575,230.8686845,376.5131077,13.91253575,210.7171115,139.6794566,4.05171592,13.91253575,55.36344137,4.05171592,30.53122021,38.44161106,38.44161106,123.6017636,170.0259771,117.4668732,47.21758818,1,13.91253575,63.57983794,38.44161106,55.36344137,22.82030505,1,1,1,22.82030505,4.05171592,327.8791706,13.91253575,69.88918017,4.05171592,1,293.3458055,1,139.6794566,1,3
GSM1512803,26.74857007,52.44923737,67.24475691,3.0107245,61.93493804,1,1,1,1,1,1,57.01739752,1,134.0893708,145.0706625,1,26.74857007,61.93493804,1,1,57.01739752,47.11272641,3.0107245,1,52.44923737,36.7135367,1,3.0107245,26.74857007,72.26668255,1,72.26668255,1,10.22521449,3.0107245,148.7371306,21.04313632,15.76858913,1,1,1,109.7785987,139.3574833,1,1,1,3.0107245,1,1,1,10.22521449,1,10.22521449,67.24475691,182.9132507,36.7135367,21.04313632,3.0107245,67.24475691,145.0706625,107.2162774,1,3.0107245,1,176.5810296,269.7962345,15.76858913,107.2162774,89.96258341,10.22521449,1,15.76858913,1,10.22521449,31.01882745,26.74857007,109.7785987,152.0505243,129.3677312,76.69709247,1,1,3.0107245,113.3129171,119.0188275,36.7135367,1,1,26.74857007,129.3677312,10.22521449,219.3119638,1,36.7135367,3.0107245,1,163.4997617,36.7135367,94.15276454,26.74857007,3
GSM1512804,65.41015253,65.41015253,23.55648236,37.29766444,51.86582459,1,37.29766444,1,1,1,51.86582459,37.29766444,65.41015253,96.88965682,96.88965682,1,1,132.3444948,37.29766444,11.98975214,11.98975214,1,37.29766444,1,1,170.5903241,96.88965682,37.29766444,96.88965682,1.197569113,1,1.197569113,37.29766444,37.29766444,37.29766444,23.55648236,18.86582459,51.86582459,37.29766444,96.88965682,11.98975214,65.41015253,80.40061964,1,37.29766444,11.98975214,1.197569113,65.41015253,65.41015253,1.197569113,170.5903241,11.98975214,11.98975214,96.88965682,37.29766444,170.5903241,132.3444948,132.3444948,37.29766444,65.41015253,11.98975214,51.86582459,11.98975214,1,65.41015253,51.86582459,23.55648236,1,80.40061964,37.29766444,283.0533842,80.40061964,65.41015253,1,1,1,1,37.29766444,65.41015253,23.55648236,1.197569113,132.3444948,65.41015253,1,80.40061964,96.88965682,37.29766444,96.88965682,65.41015253,201.6108198,149.5090562,96.88965682,65.41015253,1,96.88965682,23.55648236,96.88965682,65.41015253,1,80.40061964,3
GSM1512805,127.6448999,41.63417541,16.20424214,204.1029552,25.63632031,16.20424214,1,8.397759771,1,1,143.256673,25.63632031,1,33.78765491,83.04003813,16.20424214,41.63417541,60.47044805,25.63632031,127.6448999,1,1,25.63632031,8.397759771,1,127.6448999,153.3048141,60.47044805,71.40824595,1,25.63632031,25.63632031,51.0536225,33.78765491,127.6448999,104.0486177,51.0536225,60.47044805,8.397759771,41.63417541,1,51.0536225,8.397759771,1,71.40824595,1,25.63632031,41.63417541,127.6448999,8.397759771,204.1029552,60.47044805,16.20424214,104.0486177,25.63632031,224.9911821,41.63417541,71.40824595,1,60.47044805,41.63417541,83.04003813,83.04003813,41.63417541,25.63632031,8.397759771,1,1,25.63632031,60.47044805,196.4697331,60.47044805,51.0536225,93.60176358,1,114.2013823,1,8.397759771,83.04003813,1,8.397759771,60.47044805,127.6448999,1,239.8167302,83.04003813,143.256673,114.2013823,60.47044805,251.0748332,83.04003813,60.47044805,41.63417541,8.397759771,60.47044805,104.0486177,83.04003813,104.0486177,1,83.04003813,3
GSM1512806,68.11415634,76.55600572,1,100.4139657,27.89204004,43.09556721,1,1,1,1,121.9416111,27.89204004,20.40252622,76.55600572,188.3272164,1,1,13.61892278,51.86582459,3.811487131,68.11415634,43.09556721,83.51596759,43.09556721,13.61892278,171.7342707,121.9416111,83.51596759,121.9416111,13.61892278,27.89204004,1,51.86582459,1,90.81101049,7.693279314,20.40252622,51.86582459,43.09556721,51.86582459,1,51.86582459,1,20.40252622,90.81101049,27.89204004,20.40252622,51.86582459,35.47688275,1,100.4139657,35.47688275,1,83.51596759,27.89204004,121.9416111,51.86582459,121.9416111,7.693279314,83.51596759,100.4139657,1,76.55600572,68.11415634,43.09556721,51.86582459,1,1,1.413012393,1.413012393,195.7228313,1.413012393,60.33865586,35.47688275,1,100.4139657,1,1,76.55600572,35.47688275,7.693279314,83.51596759,51.86582459,68.11415634,151.6422784,141.0903241,121.9416111,141.0903241,20.40252622,141.0903241,110.9592469,51.86582459,68.11415634,35.47688275,20.40252622,76.55600572,35.47688275,110.9592469,1.413012393,90.81101049,1
GSM1512807,62.36677788,80.80529075,3.0107245,98.98212583,1,22.40252622,11.80004766,22.40252622,1,1,115.8593899,80.80529075,22.40252622,132.3444948,33.3529552,1,22.40252622,115.8593899,42.63798856,1,42.63798856,90.34771211,1,90.34771211,1,124.900143,90.34771211,115.8593899,106.9907054,3.0107245,1,1,22.40252622,90.34771211,22.40252622,52.3443756,1,90.34771211,52.3443756,22.40252622,1,1,1,33.3529552,1,3.0107245,1,33.3529552,90.34771211,1,106.9907054,3.0107245,1,52.3443756,62.36677788,115.8593899,62.36677788,115.8593899,115.8593899,22.40252622,42.63798856,90.34771211,3.0107245,22.40252622,11.80004766,22.40252622,1,3.0107245,1,33.3529552,62.36677788,3.0107245,22.40252622,42.63798856,3.0107245,11.80004766,33.3529552,33.3529552,52.3443756,71.95376549,1,71.95376549,98.98212583,62.36677788,132.3444948,62.36677788,90.34771211,3.0107245,52.3443756,192.0088179,33.3529552,80.80529075,1,1,52.3443756,1,42.63798856,33.3529552,98.98212583,71.95376549,1
GSM1512808,239.8167302,23.32197331,70.62940896,74.86820782,35.8315062,11.16754051,47.60653003,1,1,23.32197331,239.8167302,35.8315062,1,206.0100095,70.62940896,1,2.539799809,23.32197331,1,35.8315062,35.8315062,11.16754051,35.8315062,103.6947092,11.16754051,151.2383222,97.06124881,35.8315062,82.21544328,1,1,1,35.8315062,11.16754051,58.7113918,11.16754051,1,23.32197331,70.62940896,35.8315062,1,23.32197331,35.8315062,35.8315062,70.62940896,23.32197331,11.16754051,35.8315062,70.62940896,1,58.7113918,35.8315062,47.60653003,134.6663489,151.2383222,103.6947092,47.60653003,194.9759295,82.21544328,82.21544328,58.7113918,82.21544328,2.539799809,23.32197331,11.16754051,1,47.60653003,1,11.16754051,35.8315062,220.5038132,82.21544328,58.7113918,82.21544328,1,1,35.8315062,1,70.62940896,93.27097235,1,58.7113918,181.6127264,1,166.936368,35.8315062,103.6947092,27.56458532,115.3965682,103.6947092,58.7113918,23.32197331,11.16754051,1,103.6947092,82.21544328,70.62940896,23.32197331,11.16754051,103.6947092,1
GSM1512809,85.73331745,85.73331745,35.07268827,182.2590562,1.718064824,169.0083413,26.56124881,1,1,53.17969495,605.486654,1.718064824,26.56124881,81.92588179,111.1768351,1,1,14.77859867,53.17969495,77.8948999,1,35.07268827,1,1,10.12225929,85.73331745,235.9716397,361.4892755,1,5.094137274,57.23474738,1,89.96258341,1,26.56124881,57.23474738,77.8948999,100.5798379,1,182.2590562,60.87654909,77.8948999,60.87654909,1,105.2473785,17.64585319,35.07268827,17.64585319,43.23879886,26.56124881,201.6108198,146.127979,1,69.29242135,21.29909438,248.0691134,1.718064824,60.87654909,95.18040991,1,1,111.1768351,39.33531935,60.87654909,60.87654909,35.07268827,77.8948999,53.17969495,43.23879886,10.12225929,436.5612488,10.12225929,60.87654909,85.73331745,35.07268827,182.2590562,1,43.23879886,43.23879886,1,10.12225929,85.73331745,77.8948999,60.87654909,89.96258341,136.4590086,227.4263584,406.2043613,105.2473785,385.7962345,95.18040991,21.29909438,130.32102,30.76382269,5.094137274,116.3601049,105.2473785,124.6689704,1,14.77859867,1
GSM1512810,1,38.07554814,80.17516683,95.51596759,38.07554814,38.07554814,95.51596759,1,25.07745472,12.26120114,206.9459009,38.07554814,95.51596759,134.9530505,80.17516683,1,12.26120114,25.07745472,38.07554814,65.94399428,1,12.26120114,38.07554814,65.94399428,1,271.5741182,233.3400858,1,25.07745472,38.07554814,1,1,95.51596759,1,12.26120114,38.07554814,25.07745472,65.94399428,65.94399428,65.94399428,1,38.07554814,1,95.51596759,65.94399428,1,25.07745472,12.26120114,95.51596759,12.26120114,65.94399428,1,12.26120114,65.94399428,95.51596759,233.3400858,134.9530505,95.51596759,12.26120114,12.26120114,80.17516683,65.94399428,65.94399428,51.86582459,38.07554814,12.26120114,12.26120114,1,51.86582459,25.07745472,364.3181602,29.04909438,3.0107245,177.7790753,1,12.26120114,95.51596759,12.26120114,80.17516683,80.17516683,25.07745472,65.94399428,114.4361296,1,95.51596759,51.86582459,38.07554814,38.07554814,25.07745472,114.4361296,38.07554814,1,80.17516683,38.07554814,75.50834128,51.86582459,12.26120114,56.69709247,51.86582459,95.51596759,1
